"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Target genes (miRTarBase)","ZNF454","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF514","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF532","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF665","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF682","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF7","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF70","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF780A","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF785","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF786","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF805","enriched","0.0017805","0.0189655","0.0189655","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p; hsa-miR-892a"
"Target genes (miRTarBase)","ZNF93","enriched","0.0012324","0.0189655","0.0189655","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZYG11A","enriched","0.0017952","0.0189655","0.0189655","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","HEXIM1","enriched","0.0018328","0.0193189","0.0193189","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p"
"Pathways (KEGG)","Cocaine addiction","enriched","1.91e-4","0.0205007","0.0205007","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-590-5p"
"Pathways (KEGG)","GnRH secretion","enriched","2.45e-4","0.0205007","0.0205007","17","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Rap1 signaling pathway","enriched","2.13e-4","0.0205007","0.0205007","24","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Thiamine metabolism","enriched","1.13e-4","0.0205007","0.0205007","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p"
"Published Diseases","benign prostate hyperplasia downregulated","enriched","3.45e-4","0.0207163","0.0207163","17","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p"
"Target genes (miRTarBase)","EFCAB14","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","FEM1C","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","NR3C1","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PARD6B","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RLIM","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RORA","enriched","0.0019996","0.020788","0.020788","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Pathways (KEGG)","Chemokine signaling pathway","enriched","6.37e-4","0.0220859","0.0220859","25","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Epithelial cell signaling in Helicobacter pylori infection","enriched","6.27e-4","0.0220859","0.0220859","22","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Gap junction","enriched","5.36e-4","0.0220859","0.0220859","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Pathways (KEGG)","GnRH signaling pathway","enriched","6.59e-4","0.0220859","0.0220859","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
"Pathways (KEGG)","Renal cell carcinoma","enriched","6.37e-4","0.0220859","0.0220859","25","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Taste transduction","enriched","3.81e-4","0.0220859","0.0220859","8","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Amphetamine addiction","enriched","0.001407","0.0227801","0.0227801","18","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Apelin signaling pathway","enriched","0.0014959","0.0227801","0.0227801","20","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Axon guidance","enriched","0.0016735","0.0227801","0.0227801","23","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-1225-5p"
"Pathways (KEGG)","B cell receptor signaling pathway","enriched","0.0024282","0.0227801","0.0227801","21","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","C-type lectin receptor signaling pathway","enriched","0.0019747","0.0227801","0.0227801","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Carbohydrate digestion and absorption","enriched","0.0013635","0.0227801","0.0227801","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Cushing syndrome","enriched","0.002448","0.0227801","0.0227801","26","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Fatty acid biosynthesis","enriched","0.0023505","0.0227801","0.0227801","15","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
"Pathways (KEGG)","Fc epsilon RI signaling pathway","enriched","0.0024282","0.0227801","0.0227801","21","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Glycosylphosphatidylinositol GPI-anchor biosynthesis","enriched","0.0019747","0.0227801","0.0227801","13","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-106b-5p"
"Pathways (KEGG)","Homologous recombination","enriched","0.0023505","0.0227801","0.0227801","15","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Inflammatory mediator regulation of TRP channels","enriched","0.0013372","0.0227801","0.0227801","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Inositol phosphate metabolism","enriched","0.001407","0.0227801","0.0227801","18","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Leukocyte transendothelial migration","enriched","0.0016735","0.0227801","0.0227801","23","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Lipoic acid metabolism","enriched","0.0017952","0.0227801","0.0227801","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Long-term potentiation","enriched","0.0017953","0.0227801","0.0227801","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Other glycan degradation","enriched","0.0017952","0.0227801","0.0227801","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Oxytocin signaling pathway","enriched","0.0017534","0.0227801","0.0227801","22","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Phototransduction","enriched","0.0017952","0.0227801","0.0227801","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Riboflavin metabolism","enriched","0.0017952","0.0227801","0.0227801","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Sphingolipid metabolism","enriched","0.0019747","0.0227801","0.0227801","13","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","T cell receptor signaling pathway","enriched","0.0019747","0.0227801","0.0227801","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Terpenoid backbone biosynthesis","enriched","0.0021953","0.0227801","0.0227801","10","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-484; hsa-miR-106b-5p"
"Pathways (KEGG)","Vascular smooth muscle contraction","enriched","0.0019747","0.0227801","0.0227801","20","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-194-3p; hsa-miR-1228-5p"
"Pathways (KEGG)","Viral life cycle - HIV-1","enriched","0.0019747","0.0227801","0.0227801","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Viral protein interaction with cytokine and cytokine receptor","enriched","0.0023053","0.0227801","0.0227801","17","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-93-3p"
"Pathways (KEGG)","Basal transcription factors","enriched","0.002762","0.0248184","0.0248184","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-194-3p"
"Pathways (KEGG)","Vibrio cholerae infection","enriched","0.0028152","0.0248184","0.0248184","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Platelet activation","enriched","0.0030285","0.026014","0.026014","23","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-590-5p"
"Target genes (miRTarBase)","TCF4","enriched","0.0025606","0.0265601","0.0265601","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-106b-5p"
"Pathways (KEGG)","Gastric acid secretion","enriched","0.0034179","0.0266276","0.0266276","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Glutamatergic synapse","enriched","0.0034179","0.0266276","0.0266276","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Long-term depression","enriched","0.0032471","0.0266276","0.0266276","16","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
